Gene,Dataset,Trait,Method,HGNC,Transcript,Chromosome,Start,End,Biotype,Z,P,"Permutation P",R2,"Top GWAS SNP","Top GWAS P",Screen.P,"Screening Adjusted P","Confirmation P"
ENSG00000146215,Developmental,SCZ,isoTWAS,CRIP3,ENST00000372569,6,43299710,43308826,protein_coding,-4.770263386,1.84E-06,0.028971029,0.032856148,rs6938026,2.36E-11,5.51973643731427E-06,7.9114588243175E-05,3.68E-06
ENSG00000112655,Developmental,SCZ,isoTWAS,PTK7,ENST00000470019,6,43076307,43161719,protein_coding,3.803652679,0.000142578,0.025974026,0.026789842,rs6938026,2.36E-11,0.000185670385775902,0.00127430576145926,0.001568358
ENSG00000112651,Developmental,SCZ,isoTWAS,MRPL2,ENST00000491898,6,43054029,43059438,protein_coding,-5.2789436,1.3E-07,0.007992008,0.031513041,rs6938026,2.36E-11,1.03800401411895E-06,1.96623788543024E-05,9.1E-07
ENSG00000166710,Developmental,SCZ,isoTWAS,B2M,ENST00000544417,15,44711358,44718851,protein_coding,4.119013317,3.8E-05,0.043956044,0.01376382,rs2412823,2.46E-11,0.000269951591558585,0.00168409305611287,0.000304
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000382044,15,43403061,43510728,protein_coding,-5.272712403,1.34E-07,0.042957043,0.041879745,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,4.02E-07
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000414758,15,43403061,43510728,protein_coding,5.73825095,9.57E-09,0.03996004,0.071447481,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,8.613E-08
ENSG00000168803,Developmental,SCZ,isoTWAS,ADAL,ENST00000562188,15,43330672,43354569,protein_coding,5.226701831,1.73E-07,0.032967033,0.025519687,rs2412823,2.46E-11,1.19620083667455E-06,2.2292708202183E-05,1.038E-06
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000381885,15,43533462,43590208,protein_coding,5.657194074,1.54E-08,0.032967033,0.032312505,rs2412823,2.46E-11,1.33491037614541E-09,5.55260787644606E-08,2.002E-07
ENSG00000137822,Developmental,SCZ,isoTWAS,TUBGCP4,ENST00000564079,15,43369221,43409771,protein_coding,-6.252478415,4.04E-10,0.008991009,0.011090349,rs2412823,2.46E-11,2.40996256987145E-09,9.55636017571384E-08,2.02E-09
ENSG00000137842,Developmental,SCZ,isoTWAS,TMEM62,ENST00000565291,15,43123279,43185144,protein_coding,-5.647082044,1.63E-08,0.003996004,0.027798869,rs2412823,2.46E-11,1.54605943709589E-08,5.02049361273451E-07,8.15E-08
ENSG00000168781,Developmental,SCZ,isoTWAS,PPIP5K1,ENST00000427877,15,43533462,43590208,protein_coding,-6.48242537,9.03E-11,0.001998002,0.031807853,rs2412823,2.46E-11,1.33491037614541E-09,5.55260787644606E-08,1.2642E-09
ENSG00000159459,Developmental,SCZ,isoTWAS,UBR1,ENST00000290650,15,42942897,43106113,protein_coding,-4.142153209,3.44E-05,0.000999001,0.126300546,rs2412823,2.46E-11,1.31854848246368E-08,4.40580827297751E-07,0.0003096
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000434595,15,43403061,43510728,protein_coding,-5.572440325,2.51E-08,0.000999001,0.012700865,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,2.259E-07
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000411772,15,43403061,43510728,protein_coding,5.572440325,2.51E-08,0.000999001,0.018267054,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,2.259E-07
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000476454,15,43403061,43510728,protein_coding,-5.572440325,2.51E-08,0.000999001,0.020549607,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,2.259E-07
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000480860,15,43403061,43510728,protein_coding,5.572440325,2.51E-08,0.000999001,0.028089198,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,2.259E-07
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000572085,15,43403061,43510728,protein_coding,-5.572440325,2.51E-08,0.000999001,0.031253627,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,2.259E-07
ENSG00000067369,Developmental,SCZ,isoTWAS,TP53BP1,ENST00000382039,15,43403061,43510728,protein_coding,5.572440325,2.51E-08,0.000999001,0.043005474,rs2412823,2.46E-11,2.84869752517768E-08,8.62572783467965E-07,2.259E-07
ENSG00000164080,Developmental,BP,isoTWAS,RAD54L2,ENST00000602430,3,51538719,51668667,protein_coding,-5.375845704,7.62E-08,0.038961039,0.034466007,rs9311474,2.54E-11,2.28565402002394E-07,5.29576831040267E-06,1.524E-07
ENSG00000133794,Developmental,NTSM,isoTWAS,BMAL1,ENST00000403510,11,13276652,13387266,protein_coding,-3.41446188,0.000639081,0.024975025,0.012624937,rs7942486,2.79E-11,0.000111045636217063,0.000867456690661751,0.009586215
ENSG00000133794,Developmental,NTSM,isoTWAS,BMAL1,ENST00000403482,11,13276652,13387266,protein_coding,-3.992763593,6.53E-05,0.016983017,0.023881964,rs7942486,2.79E-11,0.000111045636217063,0.000867456690661751,0.0010448
ENSG00000197601,Developmental,NTSM,isoTWAS,FAR1,ENST00000354817,11,13668668,13732346,protein_coding,3.725124937,0.000195219,0.037962038,0.055040915,rs7942486,2.79E-11,6.31999463437721E-10,2.96506957570389E-08,0.000585657
ENSG00000133794,Developmental,NTSM,isoTWAS,BMAL1,ENST00000534102,11,13276652,13387266,protein_coding,-4.482157089,7.39E-06,0.001998002,0.040450689,rs7942486,2.79E-11,0.000111045636217063,0.000867456690661751,0.00011824
ENSG00000043462,Developmental,BP,isoTWAS,LCP2,ENST00000628092,5,170246233,170297815,protein_coding,6.043708904,1.51E-09,0.000999001,0.026385742,rs10866641,2.79E-11,4.52999873281841E-09,1.68455413707272E-07,3.02E-09
ENSG00000151150,Developmental,BP,isoTWAS,ANK3,ENST00000508449,10,60026298,60733490,protein_coding,-3.330149087,0.000867995,0.018981019,0.016466256,rs4948412,2.85E-11,4.5088700962451E-05,0.000437289089757167,0.016491905
ENSG00000151150,Developmental,BP,isoTWAS,ANK3,ENST00000489505,10,60026298,60733490,protein_coding,3.646830685,0.000265495,0.048951049,0.022941508,rs4948412,2.85E-11,4.5088700962451E-05,0.000437289089757167,0.0053099
ENSG00000115825,Developmental,SCZ,isoTWAS,PRKD3,ENST00000379066,2,37250502,37324833,protein_coding,-4.163042514,3.14E-05,0.020979021,0.046830003,rs3770752,2.85E-11,4.50291198526254E-08,1.29772315232415E-06,0.0002198
ENSG00000218739,Developmental,SCZ,isoTWAS,CEBPZOS,ENST00000392061,2,37196488,37216193,protein_coding,-4.220359191,2.44E-05,0.016983017,0.051735694,rs3770752,2.85E-11,1.84236393091942E-06,3.19376063169801E-05,0.000122
ENSG00000115825,Developmental,SCZ,isoTWAS,PRKD3,ENST00000443187,2,37250502,37324833,protein_coding,-5.827435969,5.63E-09,0.002997003,0.015188795,rs3770752,2.85E-11,4.50291198526254E-08,1.29772315232415E-06,3.941E-08
ENSG00000151150,Developmental,BP,isoTWAS,ANK3,ENST00000618080,10,60026298,60733490,protein_coding,4.74321812,2.1E-06,0.005994006,0.013949833,rs4948412,2.85E-11,4.5088700962451E-05,0.000437289089757167,4.41E-05
ENSG00000072422,Developmental,BP,isoTWAS,RHOBTB1,ENST00000496237,10,60869438,61001440,protein_coding,4.358226088,1.31E-05,0.002997003,0.021003538,rs4948412,2.85E-11,4.65058849414432E-05,0.00044782725362169,3.93E-05
ENSG00000103549,Developmental,CDG,isoTWAS,RNF40,ENST00000563683,16,30761745,30776307,protein_coding,6.654,2.85E-11,0.000999001,0.018971633,rs7190185,2.85E-11,2.12319917331386E-15,2.8555259548427E-13,1.995E-10
ENSG00000103549,Developmental,CDG,isoTWAS,RNF40,ENST00000357890,16,30761745,30776307,protein_coding,-6.654,2.85E-11,0.000999001,0.022402173,rs7190185,2.85E-11,2.12319917331386E-15,2.8555259548427E-13,1.995E-10
ENSG00000103549,Developmental,CDG,isoTWAS,RNF40,ENST00000565995,16,30761745,30776307,protein_coding,-6.654,2.85E-11,0.000999001,0.04446071,rs7190185,2.85E-11,2.12319917331386E-15,2.8555259548427E-13,1.995E-10
ENSG00000225151,Developmental,SCZ,isoTWAS,GOLGA2P7,ENST00000561015,15,84203866,84205319,transcribed_unprocessed_pseudogene,5.1809895,2.21E-07,0.026973027,0.206266226,rs11634320,2.87E-11,1.49741073683336E-07,3.72368441937652E-06,1.326E-06
ENSG00000259986,Developmental,SCZ,isoTWAS,,ENST00000565495,15,83179182,83439445,lncRNA,-5.504666463,3.7E-08,0.013986014,0.023140371,rs12911210,3.03E-11,7.39997698720173E-08,2.00047284081154E-06,3.7E-08
ENSG00000175066,Developmental,BV,isoTWAS,GK5,ENST00000392993,3,142157527,142225592,protein_coding,3.393916,0.000689008,0.031968032,0.025119711,rs2063453,3.07E-11,0.00559341908378313,0.0134879663567021,0.006201072
ENSG00000241570,Developmental,BV,isoTWAS,PAQR9-AS1,ENST00000598139,3,142960650,143001559,lncRNA,-3.518970064,0.000433226,0.030969031,0.031060936,rs2063453,3.07E-11,0.00280272845952698,0.00862922273741995,0.002599356
ENSG00000163714,Developmental,BV,isoTWAS,U2SURP,ENST00000480029,3,142964497,143060725,protein_coding,-3.74169148,0.000182786,0.010989011,0.051642942,rs2063453,3.07E-11,0.00199573752728116,0.00684574026626794,0.002376218
ENSG00000120756,Developmental,BV,isoTWAS,PLS1,ENST00000475296,3,142596393,142713664,protein_coding,-3.842040161,0.000122016,0.003996004,0.043714744,rs2063453,3.07E-11,0.000241723217772572,0.00155138209533216,0.000122016
ENSG00000114126,Developmental,BV,isoTWAS,TFDP2,ENST00000494656,3,141944428,142149544,protein_coding,-4.598612838,4.25E-06,0.016983017,0.025220158,rs2063453,3.07E-11,5.50969360233279E-05,0.000509867804174592,5.1E-05
ENSG00000163710,Developmental,BV,isoTWAS,PCOLCE2,ENST00000295992,3,142815922,142889206,protein_coding,-6.275296635,3.49E-10,0.000999001,0.019362378,rs2063453,3.07E-11,6.98000042855825E-10,3.19122455854112E-08,3.49E-10
ENSG00000164062,Developmental,AN,isoTWAS,APEH,ENST00000447436,3,49674014,49683971,protein_coding,4.714076351,2.43E-06,0.031968032,0.017185618,rs4688759,3.18E-11,2.75017312823282E-09,1.07992808069463E-07,1.944E-05
ENSG00000164062,Developmental,AN,isoTWAS,APEH,ENST00000463995,3,49674014,49683971,protein_coding,-4.714076351,2.43E-06,0.030969031,0.025840488,rs4688759,3.18E-11,2.75017312823282E-09,1.07992808069463E-07,1.944E-05
ENSG00000164062,Developmental,AN,isoTWAS,APEH,ENST00000296456,3,49674014,49683971,protein_coding,4.714076351,2.43E-06,0.015984016,0.026862131,rs4688759,3.18E-11,2.75017312823282E-09,1.07992808069463E-07,1.944E-05
ENSG00000164062,Developmental,AN,isoTWAS,APEH,ENST00000480772,3,49674014,49683971,protein_coding,-4.714076351,2.43E-06,0.025974026,0.027218417,rs4688759,3.18E-11,2.75017312823282E-09,1.07992808069463E-07,1.944E-05
ENSG00000164062,Developmental,AN,isoTWAS,APEH,ENST00000491799,3,49674014,49683971,protein_coding,4.714076351,2.43E-06,0.028971029,0.0308938,rs4688759,3.18E-11,2.75017312823282E-09,1.07992808069463E-07,1.944E-05
ENSG00000164062,Developmental,AN,isoTWAS,APEH,ENST00000463616,3,49674014,49683971,protein_coding,-4.714076351,2.43E-06,0.033966034,0.067113188,rs4688759,3.18E-11,2.75017312823282E-09,1.07992808069463E-07,1.944E-05
ENSG00000172037,Developmental,AN,isoTWAS,LAMB2,ENST00000488638,3,49121114,49133118,protein_coding,6.670074261,2.56E-11,0.000999001,0.017432021,rs4688759,3.18E-11,1.78393959127847E-10,9.69393975206843E-09,1.536E-10
ENSG00000259308,Developmental,SCZ,isoTWAS,FABP5P8,ENST00000559181,15,83044368,83044771,processed_pseudogene,-4.726438635,2.28E-06,0.030969031,0.028709104,rs950169,3.2E-11,2.28000000007252E-06,3.84502821328845E-05,0
ENSG00000156873,Developmental,CDG,isoTWAS,PHKG2,ENST00000424889,16,30748293,30761176,protein_coding,4.320823348,1.55E-05,0.000999001,0.028021208,rs9932702,3.31E-11,8.07835336801133E-10,3.64180293313784E-08,9.3E-05
ENSG00000173517,Developmental,NTSM,isoTWAS,PEAK1,ENST00000564328,15,77100656,77420144,protein_coding,4.031120817,5.55E-05,0.000999001,0.056991089,rs4360891,3.69E-11,6.01933541065817E-06,8.51411517901948E-05,0.0003885
ENSG00000173517,Developmental,NTSM,isoTWAS,PEAK1,ENST00000558305,15,77100656,77420144,protein_coding,4.257432213,2.07E-05,0.008991009,0.019007434,rs4360891,3.69E-11,6.01933541065817E-06,8.51411517901948E-05,0.000171
ENSG00000173517,Developmental,NTSM,isoTWAS,PEAK1,ENST00000567808,15,77100656,77420144,protein_coding,4.976038243,6.49E-07,0.001998002,0.031278722,rs4360891,3.69E-11,6.01933541065817E-06,8.51411517901948E-05,5.841E-06
ENSG00000140391,Developmental,NTSM,isoTWAS,TSPAN3,ENST00000560715,15,77041404,77083984,protein_coding,-5.471979018,4.45E-08,0.000999001,0.027604471,rs4360891,3.69E-11,8.88492738475638E-08,2.34687140855292E-06,3.115E-07
ENSG00000140391,Developmental,NTSM,isoTWAS,TSPAN3,ENST00000561277,15,77041404,77083984,protein_coding,-5.664105708,1.48E-08,0.000999001,0.023149868,rs4360891,3.69E-11,8.88492738475638E-08,2.34687140855292E-06,1.036E-07
ENSG00000256053,Developmental,SCZ,isoTWAS,COA8,ENST00000440963,14,103562960,103607523,protein_coding,-5.396938289,6.78E-08,0.016983017,0.071882149,rs8017993,4.52E-11,1.70436244791747E-12,1.38922755287576E-10,4.746E-07
ENSG00000063177,Developmental,SCZ,isoTWAS,RPL18,ENST00000550671,19,48615328,48619184,protein_coding,-4.49295703,7.02E-06,0.006993007,0.047965505,rs6509439,4.67E-11,7.66764886798427E-05,0.000658585338373593,7.02E-05
ENSG00000164086,Developmental,SCZ,isoTWAS,DUSP7,ENST00000469623,3,52048919,52056571,protein_coding,6.581,4.67E-11,0.000999001,0.014597628,rs1133415,4.67E-11,4.66999625208021E-11,2.87668204245506E-09,0
ENSG00000112983,Developmental,SCZ,isoTWAS,BRD8,ENST00000460746,5,138139770,138178953,protein_coding,-6.643285033,3.07E-11,0.043956044,0.011422014,rs3849046,5.42E-11,1.07450014153759E-10,6.19334206581254E-09,3.991E-10
ENSG00000112983,Developmental,SCZ,isoTWAS,BRD8,ENST00000428808,5,138139770,138178953,protein_coding,-6.643285033,3.07E-11,0.03996004,0.035045804,rs3849046,5.42E-11,1.07450014153759E-10,6.19334206581254E-09,3.991E-10
ENSG00000112983,Developmental,SCZ,isoTWAS,BRD8,ENST00000515014,5,138139770,138178953,protein_coding,-6.643285033,3.07E-11,0.031968032,0.023960748,rs3849046,5.42E-11,1.07450014153759E-10,6.19334206581254E-09,3.991E-10
ENSG00000112983,Developmental,SCZ,isoTWAS,BRD8,ENST00000402931,5,138139770,138178953,protein_coding,6.643285033,3.07E-11,0.028971029,0.028144524,rs3849046,5.42E-11,1.07450014153759E-10,6.19334206581254E-09,3.991E-10
ENSG00000120727,Developmental,SCZ,isoTWAS,PAIP2,ENST00000507415,5,139341587,139369720,protein_coding,-6.829029209,8.55E-12,0.000999001,0.019995719,rs3849046,5.42E-11,3.00887000746209E-11,1.96599809920772E-09,5.985E-11
ENSG00000120727,Developmental,SCZ,isoTWAS,PAIP2,ENST00000511381,5,139341587,139369720,protein_coding,-6.836660711,8.11E-12,0.000999001,0.027243971,rs3849046,5.42E-11,3.00887000746209E-11,1.96599809920772E-09,5.677E-11
ENSG00000127914,Developmental,BV,isoTWAS,AKAP9,ENST00000435423,7,91940840,92110673,protein_coding,4.728337201,2.26E-06,0.003996004,0.018374287,rs42039,5.53E-11,2.36052127563467E-05,0.000263097050189695,2.26E-05
ENSG00000105810,Developmental,BV,isoTWAS,CDK6,ENST00000467166,7,92604921,92836573,protein_coding,-4.99007232,6.04E-07,0.002997003,0.048623483,rs42039,5.53E-11,2.40970093378701E-06,4.02523503274963E-05,1.812E-06
ENSG00000119950,Developmental,BP,isoTWAS,MXI1,ENST00000651225,10,110207605,110287365,protein_coding,-3.989499597,6.62E-05,0.032967033,0.021371422,rs7079713,5.83E-11,0.00116050715364049,0.00475849211194202,0.0012578
ENSG00000148700,Developmental,BP,isoTWAS,ADD3,ENST00000459738,10,109996368,110135565,protein_coding,4.206924931,2.59E-05,0.008991009,0.016867287,rs7079713,5.83E-11,0.000276539574739236,0.00171392941502171,0.000259
ENSG00000108039,Developmental,BP,isoTWAS,XPNPEP1,ENST00000403138,10,109864766,109923553,protein_coding,4.84900155,1.24E-06,0.006993007,0.023619638,rs7079713,5.83E-11,2.0978323283987E-05,0.000239610162406417,1.984E-05
ENSG00000173915,Developmental,BV,isoTWAS,ATP5MK,ENST00000309579,10,103389041,103396492,protein_coding,-6.406442198,1.49E-10,0.017982018,0.092718775,rs7911488,6.03E-11,3.18719773738091E-12,2.43782863903273E-10,2.98E-10
ENSG00000197448,Developmental,ALZ,isoTWAS,GSTK1,ENST00000443571,7,143244093,143270854,protein_coding,-6.534,6.4E-11,0.000999001,0.048144604,rs12703526,6.4E-11,4.48000401210792E-10,2.17779472142801E-08,3.84E-10
ENSG00000166261,Developmental,SCZ,isoTWAS,ZNF202,ENST00000529691,11,123723914,123741675,protein_coding,3.514834857,0.000440028,0.038961039,0.031791694,rs7927176,6.62E-11,0.00217959656192639,0.00726412526764342,0.00220014
ENSG00000103495,Developmental,SCZ,isoTWAS,MAZ,ENST00000567444,16,29806106,29811164,protein_coding,-6.274673662,3.5E-10,0.005994006,0.014980361,rs12931955,7.17E-11,2.2105095214974E-14,2.54824379767475E-12,3.15E-09
ENSG00000103495,Developmental,SCZ,isoTWAS,MAZ,ENST00000569978,16,29806106,29811164,protein_coding,-6.274673662,3.5E-10,0.005994006,0.045742967,rs12931955,7.17E-11,2.2105095214974E-14,2.54824379767475E-12,3.15E-09
ENSG00000170011,Developmental,CortTH,isoTWAS,MYRIP,ENST00000396217,3,39808914,40260321,protein_coding,3.353562432,0.000797784,0.023976024,0.031225427,rs533577,8.41E-11,0.00274420118887899,0.00850848126770737,0.002393352
ENSG00000237037,Developmental,SCZ,isoTWAS,NDUFA6-DT,ENST00000610250,22,42090931,42137742,lncRNA,6.92427193,4.38E-12,0.03996004,0.023233521,rs1801311,9.61E-11,4.37999660394391E-11,2.73987461980817E-09,3.942E-11
ENSG00000156603,Developmental,NTSM,isoTWAS,MED19,ENST00000337672,11,57703710,57712221,protein_coding,4.581211307,4.62E-06,0.03996004,0.03172477,rs7117205,1.01E-10,2.40460208287158E-07,5.52032333079153E-06,1.848E-05
ENSG00000149131,Developmental,NTSM,isoTWAS,SERPING1,ENST00000531797,11,57597387,57619171,protein_coding,6.192537216,5.92E-10,0.003996004,0.017430992,rs7117205,1.01E-10,4.73599846187484E-09,1.74507486703648E-07,4.144E-09
ENSG00000155511,Developmental,SCZ,isoTWAS,GRIA1,ENST00000448073,5,153489615,153813869,protein_coding,-3.383127558,0.000716653,0.001998002,0.013023843,rs17113771,1.08E-10,0.00118519262913398,0.00482903909154084,0.003583265
ENSG00000064726,Developmental,SCZ,isoTWAS,BTBD1,ENST00000558344,15,83016423,83067252,protein_coding,-6.427758937,1.29E-10,0.027972028,0.028981343,rs1818950,1.15E-10,4.92510658528437E-10,2.36566354702097E-08,3.87E-10
ENSG00000171206,Developmental,ICV,isoTWAS,TRIM8,ENST00000643721,10,102644479,102658318,protein_coding,-3.899636354,9.63E-05,0.01998002,0.021977571,rs2271751,1.15E-10,1.37779748087273E-07,3.45820739405988E-06,0.0006741
ENSG00000107882,Developmental,ICV,isoTWAS,SUFU,ENST00000369899,10,102503972,102633535,protein_coding,4.15399996,3.27E-05,0.022977023,0.023945501,rs2271751,1.15E-10,6.53754458091214E-05,0.000584759335180027,3.27E-05
ENSG00000148843,Developmental,ICV,isoTWAS,PDCD11,ENST00000493610,10,103396626,103446294,protein_coding,-5.338558098,9.37E-08,0.001998002,0.025190028,rs2271751,1.15E-10,1.15049855768441E-07,2.95197078258645E-06,9.37E-08
ENSG00000173915,Developmental,ICV,isoTWAS,ATP5MK,ENST00000337003,10,103389041,103396492,protein_coding,7.120880428,1.07E-12,0.002997003,0.236530215,rs2271751,1.15E-10,3.18719773738091E-12,2.43782863903273E-10,2.14E-12
ENSG00000167397,Developmental,NTSM,isoTWAS,VKORC1,ENST00000472468,16,31090842,31095980,protein_coding,-4.414623743,1.01E-05,0.042957043,0.018814552,rs6565217,1.16E-10,4.00899344439311E-05,0.000399389785179385,3.03E-05
ENSG00000103507,Developmental,NTSM,isoTWAS,BCKDK,ENST00000394950,16,31106107,31112791,protein_coding,4.536948377,5.71E-06,0.03996004,0.027798397,rs6565217,1.16E-10,2.64162333622956E-05,0.000286705844138593,2.855E-05
ENSG00000196118,Developmental,NTSM,isoTWAS,CFAP119,ENST00000541260,16,30757423,30762221,protein_coding,4.720363892,2.35E-06,0.021978022,0.052541161,rs6565217,1.16E-10,1.28605394854188E-11,8.98511890715038E-10,1.175E-05
ENSG00000185947,Developmental,NTSM,isoTWAS,ZNF267,ENST00000394846,16,31873807,31917357,protein_coding,-4.781830298,1.74E-06,0.004995005,0.012382469,rs6565217,1.16E-10,1.29498688540113E-08,4.33944810723337E-07,5.22E-06
ENSG00000103496,Developmental,NTSM,isoTWAS,STX4,ENST00000475862,16,31032889,31042975,protein_coding,-5.071074477,3.96E-07,0.023976024,0.022757859,rs6565217,1.16E-10,5.53138917840658E-10,2.61026578802058E-08,2.772E-06
ENSG00000149923,Developmental,NTSM,isoTWAS,PPP4C,ENST00000567040,16,30075978,30085376,protein_coding,-5.139562399,2.75E-07,0.041958042,0.032211218,rs6565217,1.16E-10,5.61300809487886E-08,1.56998852068024E-06,2.475E-06
ENSG00000175938,Developmental,NTSM,isoTWAS,ORAI3,ENST00000563161,16,30949068,30956461,protein_coding,-5.110015613,3.22E-07,0.016983017,0.030441415,rs6565217,1.16E-10,9.64679729511991E-07,1.84685245012978E-05,6.44E-07
ENSG00000260083,Developmental,NTSM,isoTWAS,MIR762HG,ENST00000564901,16,30875222,30895220,lncRNA,5.281624072,1.28E-07,0.010989011,0.018686089,rs6565217,1.16E-10,7.65316403891207E-07,1.52486931387657E-05,6.4E-07
ENSG00000089280,Developmental,NTSM,isoTWAS,FUS,ENST00000569760,16,31180138,31191605,protein_coding,-5.814229453,6.09E-09,0.003996004,0.019876797,rs6565217,1.16E-10,5.48071232565494E-08,1.53802341174349E-06,4.872E-08
ENSG00000196118,Developmental,NTSM,isoTWAS,CFAP119,ENST00000546006,16,30757423,30762221,protein_coding,5.864363375,4.51E-09,0.000999001,0.025456579,rs6565217,1.16E-10,1.28605394854188E-11,8.98511890715038E-10,2.706E-08
